"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"1629","ACIGNDMM_01628","cph1_2","cckA","Phytochrome-like protein cph1","SMART ATP-binding region ATPase domain protein","ko:K02482,ko:K07636"
"1630","ACIGNDMM_01629",NA,"","hypothetical protein","CHASE3 domain",""
"1631","ACIGNDMM_01630",NA,NA,"hypothetical protein",NA,NA
"1632","ACIGNDMM_01631",NA,NA,"hypothetical protein",NA,NA
"1633","ACIGNDMM_01632",NA,NA,"hypothetical protein",NA,NA
"1634","ACIGNDMM_01633",NA,NA,"hypothetical protein",NA,NA
"1635","ACIGNDMM_01634",NA,NA,"hypothetical protein",NA,NA
"1636","ACIGNDMM_01635",NA,NA,"hypothetical protein",NA,NA
"1637","ACIGNDMM_01636","bioD1","bioD","ATP-dependent dethiobiotin synthetase BioD 1","Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring","ko:K00857,ko:K01920,ko:K01935,ko:K02169"
"1638","ACIGNDMM_01637",NA,"","hypothetical protein","OsmC-like protein",""
"1639","ACIGNDMM_01638","fdtB","degT","dTDP-3-amino-3%2C6-dideoxy-alpha-D-galactopyranose transaminase","Belongs to the DegT DnrJ EryC1 family",""
"1640","ACIGNDMM_01639","bepA_9","lysM","Beta-barrel assembly-enhancing protease","Tetratricopeptide repeat",""
"1641","ACIGNDMM_01640",NA,NA,"hypothetical protein",NA,NA
"1642","ACIGNDMM_01641",NA,"","hypothetical protein","Domain of unknown function (DUF5069)",""
"1643","ACIGNDMM_01642","hbd","fadB3","3-hydroxybutyryl-CoA dehydrogenase","3-hydroxyacyl-CoA dehydrogenase, NAD binding domain","ko:K00074"
"1644","ACIGNDMM_01643",NA,NA,"hypothetical protein",NA,NA
"1645","ACIGNDMM_01644","mphP","","Phenol hydroxylase P5 protein","nitric oxide dioxygenase activity",""
"1646","ACIGNDMM_01645",NA,"MA20_23385","hypothetical protein","Transport permease protein","ko:K01992"
"1647","ACIGNDMM_01646","ybhF_2","MA20_23390","putative ABC transporter ATP-binding protein YbhF","AAA domain, putative AbiEii toxin, Type IV TA system","ko:K01990"
"1648","ACIGNDMM_01647",NA,NA,"hypothetical protein",NA,NA
"1649","ACIGNDMM_01648",NA,NA,"hypothetical protein",NA,NA
"1650","ACIGNDMM_01649","bepC","","Outer membrane efflux protein BepC","Outer membrane efflux protein","ko:K12340"
"1651","ACIGNDMM_01650","cmpR_2","","HTH-type transcriptional activator CmpR","Transcriptional regulator","ko:K19338,ko:K21960"
"1652","ACIGNDMM_01651","swrC","","Swarming motility protein SwrC","AcrB/AcrD/AcrF family",""
"1653","ACIGNDMM_01652","mdtA","","Multidrug resistance protein MdtA","HlyD family secretion protein","ko:K03585"
"1654","ACIGNDMM_01653","oprM_1","","Outer membrane protein OprM","Outer membrane efflux protein","ko:K12340"
"1655","ACIGNDMM_01654","kstR2_2","","HTH-type transcriptional repressor KstR2","transcriptional regulator","ko:K13542,ko:K13770,ko:K22108"
"1656","ACIGNDMM_01655",NA,NA,"hypothetical protein",NA,NA
"1657","ACIGNDMM_01656",NA,"","hypothetical protein","Domain of unknown function (DUF374)","ko:K09778"
"1658","ACIGNDMM_01657","purQ","purQ","Phosphoribosylformylglycinamidine synthase subunit PurQ","Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL","ko:K01952"
"1659","ACIGNDMM_01658","purL","purL","Phosphoribosylformylglycinamidine synthase subunit PurL","Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL","ko:K01952"
"1660","ACIGNDMM_01659","purF","purF","Amidophosphoribosyltransferase","Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine","ko:K00764"
"1661","ACIGNDMM_01660",NA,"M1-734","hypothetical protein","","ko:K07272,ko:K13486,ko:K20543,ko:K21007"
"1662","ACIGNDMM_01661","hldD","hldD","ADP-L-glycero-D-manno-heptose-6-epimerase","3-beta hydroxysteroid dehydrogenase/isomerase family","ko:K03274"
"1663","ACIGNDMM_01662",NA,NA,"hypothetical protein",NA,NA
"1664","ACIGNDMM_01663",NA,"","hypothetical protein","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",""
"1665","ACIGNDMM_01664","bacE","","Putative bacilysin exporter BacE","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",""
"1666","ACIGNDMM_01665","pimA","","Phosphatidyl-myo-inositol mannosyltransferase","Glycosyltransferase Family 4","ko:K00713,ko:K06338"
"1667","ACIGNDMM_01666","otsA","otsA","Trehalose-6-phosphate synthase","Glycosyltransferase family 20","ko:K00697,ko:K13057,ko:K16055,ko:K20436"
"1668","ACIGNDMM_01667","otsB","otsB","Trehalose-phosphate phosphatase","Removes the phosphate from trehalose 6-phosphate to produce free trehalose","ko:K00697,ko:K01087,ko:K16055"
"1669","ACIGNDMM_01668","rmlD","rfbD","dTDP-4-dehydrorhamnose reductase","Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose","ko:K00067"
"1670","ACIGNDMM_01669",NA,NA,"hypothetical protein",NA,NA
"1671","ACIGNDMM_01670","rplQ","rplQ","50S ribosomal protein L17","Ribosomal protein L17","ko:K02879,ko:K16193"
"1672","ACIGNDMM_01671","rpoA","rpoA","DNA-directed RNA polymerase subunit alpha","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","ko:K03040"
"1673","ACIGNDMM_01672","rpsD","rpsD","30S ribosomal protein S4","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit","ko:K02986"
"1674","ACIGNDMM_01673","rpsM","rpsM","30S ribosomal protein S13","Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits","ko:K02952"
"1675","ACIGNDMM_01674","infA","infA","Translation initiation factor IF-1","One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex","ko:K02518"
"1676","ACIGNDMM_01675","map","map","Methionine aminopeptidase 1","Metallopeptidase family M24","ko:K01265"
"1677","ACIGNDMM_01676","adk","adk","Adenylate kinase","Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism","ko:K00939"
"1678","ACIGNDMM_01677","secY","secY","Protein translocase subunit SecY","The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently","ko:K03076"
"1679","ACIGNDMM_01678","rplO","rplO","50S ribosomal protein L15","binds to the 23S rRNA","ko:K02876"
"1680","ACIGNDMM_01679","rpsE","rpsE","30S ribosomal protein S5","Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body","ko:K02988"
"1681","ACIGNDMM_01680","rplR","rplR","50S ribosomal protein L18","This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance","ko:K02881"
"1682","ACIGNDMM_01681","rplF","rplF","50S ribosomal protein L6","This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center","ko:K02933"
"1683","ACIGNDMM_01682","rpsH","rpsH","30S ribosomal protein S8","One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit","ko:K02994"
"1684","ACIGNDMM_01683","rplE","rplE","50S ribosomal protein L5","This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits","ko:K02931"
"1685","ACIGNDMM_01684","rpmC",NA,"50S ribosomal protein L29",NA,NA
"1686","ACIGNDMM_01685","rpsC","rpsC","30S ribosomal protein S3","Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation","ko:K02982"
"1687","ACIGNDMM_01686","rplV","rplV","50S ribosomal protein L22","The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome","ko:K02890"
"1688","ACIGNDMM_01687","rpsS","rpsS","30S ribosomal protein S19","Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA","ko:K02965"
"1689","ACIGNDMM_01688","rplB","rplB","50S ribosomal protein L2","One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity","ko:K02886"
"1690","ACIGNDMM_01689","rplW","rplW","50S ribosomal protein L23","One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome","ko:K02892"
"1691","ACIGNDMM_01690","rplD","rplD","50S ribosomal protein L4","One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome","ko:K02926,ko:K16193"
"1692","ACIGNDMM_01691","rplC","rplC","50S ribosomal protein L3","One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit","ko:K02906"
"1693","ACIGNDMM_01692","rpsJ","rpsJ","30S ribosomal protein S10","Involved in the binding of tRNA to the ribosomes","ko:K02946"
"1694","ACIGNDMM_01693","tufA_1","tuf","Elongation factor Tu","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","ko:K02358,ko:K15771"
"1695","ACIGNDMM_01694","fusA","fusA","Elongation factor G","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome","ko:K02355"
"1696","ACIGNDMM_01695","rpsG","rpsG","30S ribosomal protein S7","One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA","ko:K02992"
"1697","ACIGNDMM_01696","rpsL","rpsL","30S ribosomal protein S12","Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit","ko:K02950"
"1698","ACIGNDMM_01697","rpoC","rpoC","DNA-directed RNA polymerase subunit beta'","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","ko:K03046,ko:K13797"
"1699","ACIGNDMM_01698","rpoB","rpoB","DNA-directed RNA polymerase subunit beta","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates","ko:K03043,ko:K13797"
"1700","ACIGNDMM_01699","rplL","rplL","50S ribosomal protein L7/L12","Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation","ko:K02935"
"1701","ACIGNDMM_01700","rplJ","rplJ","50S ribosomal protein L10","Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors","ko:K02864,ko:K02935"
"1702","ACIGNDMM_01701","rplA","rplA","50S ribosomal protein L1","Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release","ko:K02863"
"1703","ACIGNDMM_01702","rplK","rplK","50S ribosomal protein L11","Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors","ko:K02867"
"1704","ACIGNDMM_01703","nusG","nusG","Transcription termination/antitermination protein NusG","Participates in transcription elongation, termination and antitermination","ko:K02601"
"1705","ACIGNDMM_01704","secE","secE","Protein translocase subunit SecE","P-P-bond-hydrolysis-driven protein transmembrane transporter activity","ko:K03073"
"1706","ACIGNDMM_01705",NA,NA,"tRNA-Trp(cca)",NA,NA
"1707","ACIGNDMM_01706","tufA_2","tuf","Elongation factor Tu","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","ko:K02358,ko:K15771"
"1708","ACIGNDMM_01707",NA,NA,"tRNA-Thr(ggt)",NA,NA
"1709","ACIGNDMM_01708",NA,NA,"tRNA-Gly(tcc)",NA,NA
"1710","ACIGNDMM_01709",NA,NA,"tRNA-Tyr(gta)",NA,NA
"1711","ACIGNDMM_01710",NA,"","hypothetical protein","Protein of unknown function (DUF1641)",""
"1712","ACIGNDMM_01711","ndbB","","Demethylphylloquinone reductase NdbB","pyridine nucleotide-disulphide oxidoreductase","ko:K17218"
"1713","ACIGNDMM_01712",NA,NA,"tRNA-Leu(tag)",NA,NA
"1714","ACIGNDMM_01713","rimO","rimO","Ribosomal protein S12 methylthiotransferase RimO","Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12","ko:K14441"
"1715","ACIGNDMM_01714",NA,NA,"hypothetical protein",NA,NA
"1716","ACIGNDMM_01715",NA,NA,"hypothetical protein",NA,NA
"1717","ACIGNDMM_01716",NA,NA,"hypothetical protein",NA,NA
"1718","ACIGNDMM_01717","rlpA","rlpA","Endolytic peptidoglycan transglycosylase RlpA","Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides","ko:K03642"
"1719","ACIGNDMM_01718",NA,"yybS","hypothetical protein","Predicted membrane protein (DUF2232)","ko:K16785,ko:K16786,ko:K16787"
"1720","ACIGNDMM_01719","rpsR","rpsR","30S ribosomal protein S18","Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit","ko:K02963"
"1721","ACIGNDMM_01720","ssb_2","ssb","Single-stranded DNA-binding protein","Single-strand binding protein family","ko:K03111"
"1722","ACIGNDMM_01721","rpsF","rpsF","30S ribosomal protein S6","Binds together with S18 to 16S ribosomal RNA","ko:K01754,ko:K02990"
"1723","ACIGNDMM_01722","ychF","ychF","Ribosome-binding ATPase YchF","ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner","ko:K06942"
"1724","ACIGNDMM_01723","pth","pth","Peptidyl-tRNA hydrolase","The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis","ko:K01056"
"1725","ACIGNDMM_01724","ctc","ctc","General stress protein CTC","This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","ko:K02897"
"1726","ACIGNDMM_01725","prs","prs","Ribose-phosphate pyrophosphokinase","Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)","ko:K00948"
"1727","ACIGNDMM_01726",NA,NA,"tRNA-Gln(ttg)",NA,NA
"1728","ACIGNDMM_01727","ispE","ispE","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol","ko:K00919,ko:K02528,ko:K16924"
"1729","ACIGNDMM_01728",NA,"","hypothetical protein","Protein of unknown function (DUF512)",""
"1730","ACIGNDMM_01729","pgsA_1","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","CDP-alcohol phosphatidyltransferase","ko:K00995,ko:K08744"
"1731","ACIGNDMM_01730",NA,NA,"hypothetical protein",NA,NA
"1732","ACIGNDMM_01731",NA,NA,"hypothetical protein",NA,NA
"1733","ACIGNDMM_01732","clpX","clpX","ATP-dependent Clp protease ATP-binding subunit ClpX","ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP","ko:K03544"
"1734","ACIGNDMM_01733","clpP","clpP","ATP-dependent Clp protease proteolytic subunit","Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins","ko:K01358"
"1735","ACIGNDMM_01734","tig","tig","Trigger factor","Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase","ko:K02026,ko:K03545,ko:K03687"
